# curie_map:
#   <http: http://w3id.org/sssom/unknown_prefix/<http/
#   <https: http://w3id.org/sssom/unknown_prefix/<https/
#   DECIPHER: http://w3id.org/sssom/unknown_prefix/decipher/
#   DOID: http://purl.obolibrary.org/obo/DOID_
#   EFO: http://www.ebi.ac.uk/efo/EFO_
#   GARD: http://purl.obolibrary.org/obo/GARD_
#   HP: http://purl.obolibrary.org/obo/HP_
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   ICD9: http://w3id.org/sssom/unknown_prefix/icd9/
#   MEDGEN: http://w3id.org/sssom/unknown_prefix/medgen/
#   MESH: http://id.nlm.nih.gov/mesh/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   MedDRA: http://w3id.org/sssom/unknown_prefix/meddra/
#   NCIT: http://purl.obolibrary.org/obo/NCIT_
#   OMIM: https://omim.org/entry/
#   OMIMPS: https://www.omim.org/phenotypicSeries/PS
#   ORDO: http://www.orpha.net/ORDO/Orphanet_
#   Orphanet: http://w3id.org/sssom/unknown_prefix/orphanet/
#   SCTID: http://snomed.info/id/
#   UMLS: http://linkedlifedata.com/resource/umls/id/
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: temp
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source
MONDO:0009297	familial renal glucosuria	oio:hasDbXref	EFO:1001151		semapv:UnspecifiedMatching	MONDO	EFO
MONDO:0009297	familial renal glucosuria	oio:hasDbXref	GARD:0007548		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009297	familial renal glucosuria	oio:hasDbXref	ICD9:271.4		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0009297	familial renal glucosuria	oio:hasDbXref	MESH:D006030		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0009297	familial renal glucosuria	oio:hasDbXref	MedDRA:10038457		semapv:UnspecifiedMatching	MONDO	MedDRA
MONDO:0009297	familial renal glucosuria	oio:hasDbXref	OMIM:233100		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009297	familial renal glucosuria	oio:hasDbXref	Orphanet:69076		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009297	familial renal glucosuria	oio:hasDbXref	SCTID:267430007		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0009297	familial renal glucosuria	oio:hasDbXref	UMLS:C0017980		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0009297	familial renal glucosuria	oio:hasDbXref	UMLS:C3245525		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0009297	familial renal glucosuria	skos:closeMatch	<http://identifiers.org/meddra/10038457>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009297	familial renal glucosuria	skos:exactMatch	<http://identifiers.org/mesh/D006030>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009297	familial renal glucosuria	skos:exactMatch	<http://identifiers.org/snomedct/267430007>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009297	familial renal glucosuria	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0017980>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009297	familial renal glucosuria	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C3245525>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009297	familial renal glucosuria	skos:exactMatch	DOID:9432		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009297	familial renal glucosuria	skos:exactMatch	OMIM:233100		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009297	familial renal glucosuria	skos:exactMatch	ORDO:69076		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009424	Bartter disease type 2	oio:hasDbXref	DOID:0110143		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009424	Bartter disease type 2	oio:hasDbXref	GARD:0009658		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009424	Bartter disease type 2	oio:hasDbXref	MESH:C537651		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0009424	Bartter disease type 2	oio:hasDbXref	OMIM:241200		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009424	Bartter disease type 2	oio:hasDbXref	Orphanet:620220		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009424	Bartter disease type 2	oio:hasDbXref	Orphanet:93604		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009424	Bartter disease type 2	oio:hasDbXref	SCTID:700109009		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0009424	Bartter disease type 2	skos:closeMatch	ORDO:93604		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009424	Bartter disease type 2	skos:exactMatch	<http://identifiers.org/mesh/C537651>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009424	Bartter disease type 2	skos:exactMatch	<http://identifiers.org/snomedct/700109009>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009424	Bartter disease type 2	skos:exactMatch	DOID:0110143		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009424	Bartter disease type 2	skos:exactMatch	OMIM:241200		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009424	Bartter disease type 2	skos:exactMatch	ORDO:620220		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009438	hypouricemia, hypercalcinuria, and decreased bone density	oio:hasDbXref	MESH:C565475		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0009438	hypouricemia, hypercalcinuria, and decreased bone density	oio:hasDbXref	OMIM:242050		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009438	hypouricemia, hypercalcinuria, and decreased bone density	oio:hasDbXref	UMLS:C1855793		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0009438	hypouricemia, hypercalcinuria, and decreased bone density	skos:exactMatch	<http://identifiers.org/mesh/C565475>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009438	hypouricemia, hypercalcinuria, and decreased bone density	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C1855793>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009438	hypouricemia, hypercalcinuria, and decreased bone density	skos:exactMatch	OMIM:242050		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	oio:hasDbXref	DOID:0060881		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	oio:hasDbXref	GARD:0003451		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	oio:hasDbXref	MESH:C536148		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	oio:hasDbXref	OMIM:248190		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	oio:hasDbXref	Orphanet:2196		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	skos:exactMatch	<http://identifiers.org/mesh/C536148>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	skos:exactMatch	DOID:0060881		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	skos:exactMatch	OMIM:248190		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009548	renal hypomagnesemia 5 with ocular involvement	skos:exactMatch	ORDO:2196		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009550	renal hypomagnesemia 3	oio:hasDbXref	DOID:0060880		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009550	renal hypomagnesemia 3	oio:hasDbXref	MESH:C537153		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0009550	renal hypomagnesemia 3	oio:hasDbXref	OMIM:248250		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009550	renal hypomagnesemia 3	oio:hasDbXref	Orphanet:31043		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009550	renal hypomagnesemia 3	oio:hasDbXref	SCTID:725033008		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0009550	renal hypomagnesemia 3	skos:exactMatch	<http://identifiers.org/mesh/C537153>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009550	renal hypomagnesemia 3	skos:exactMatch	<http://identifiers.org/snomedct/725033008>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009550	renal hypomagnesemia 3	skos:exactMatch	DOID:0060880		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009550	renal hypomagnesemia 3	skos:exactMatch	OMIM:248250		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009550	renal hypomagnesemia 3	skos:exactMatch	ORDO:31043		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009728	nephronophthisis 1	oio:hasDbXref	DOID:0111112		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009728	nephronophthisis 1	oio:hasDbXref	MESH:C537699		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0009728	nephronophthisis 1	oio:hasDbXref	NCIT:C74998		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009728	nephronophthisis 1	oio:hasDbXref	OMIM:256100		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009728	nephronophthisis 1	oio:hasDbXref	Orphanet:93592		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009728	nephronophthisis 1	oio:hasDbXref	SCTID:444830001		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0009728	nephronophthisis 1	oio:hasDbXref	UMLS:C1855681		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0009728	nephronophthisis 1	oio:hasDbXref	UMLS:CN205459		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0009728	nephronophthisis 1	skos:exactMatch	<http://identifiers.org/mesh/C537699>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009728	nephronophthisis 1	skos:exactMatch	<http://identifiers.org/snomedct/444830001>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009728	nephronophthisis 1	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C1855681>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009728	nephronophthisis 1	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/CN205459>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009728	nephronophthisis 1	skos:exactMatch	DOID:0111112		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009728	nephronophthisis 1	skos:exactMatch	NCIT:C74998		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009728	nephronophthisis 1	skos:exactMatch	OMIM:256100		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009728	nephronophthisis 1	skos:exactMatch	ORDO:93592		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009732	congenital nephrotic syndrome, Finnish type	oio:hasDbXref	DOID:0080390		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009732	congenital nephrotic syndrome, Finnish type	oio:hasDbXref	GARD:0001500		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009732	congenital nephrotic syndrome, Finnish type	oio:hasDbXref	MedDRA:10060740		semapv:UnspecifiedMatching	MONDO	MedDRA
MONDO:0009732	congenital nephrotic syndrome, Finnish type	oio:hasDbXref	NCIT:C122795		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009732	congenital nephrotic syndrome, Finnish type	oio:hasDbXref	OMIM:256300		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009732	congenital nephrotic syndrome, Finnish type	oio:hasDbXref	Orphanet:839		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009732	congenital nephrotic syndrome, Finnish type	oio:hasDbXref	SCTID:197601003		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0009732	congenital nephrotic syndrome, Finnish type	oio:hasDbXref	UMLS:C0403399		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0009732	congenital nephrotic syndrome, Finnish type	skos:closeMatch	<http://identifiers.org/meddra/10060740>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009732	congenital nephrotic syndrome, Finnish type	skos:exactMatch	<http://identifiers.org/snomedct/197601003>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009732	congenital nephrotic syndrome, Finnish type	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0403399>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009732	congenital nephrotic syndrome, Finnish type	skos:exactMatch	DOID:0080390		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009732	congenital nephrotic syndrome, Finnish type	skos:exactMatch	NCIT:C122795		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009732	congenital nephrotic syndrome, Finnish type	skos:exactMatch	OMIM:256300		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009732	congenital nephrotic syndrome, Finnish type	skos:exactMatch	ORDO:839		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009733	nephrotic syndrome, type 4	oio:hasDbXref	DOID:0080383		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009733	nephrotic syndrome, type 4	oio:hasDbXref	GARD:0003547		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009733	nephrotic syndrome, type 4	oio:hasDbXref	NCIT:C121198		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009733	nephrotic syndrome, type 4	oio:hasDbXref	OMIM:256370		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009733	nephrotic syndrome, type 4	oio:hasDbXref	UMLS:C3151568		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0009733	nephrotic syndrome, type 4	skos:exactMatch	DOID:0080383		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009733	nephrotic syndrome, type 4	skos:exactMatch	NCIT:C121198		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009733	nephrotic syndrome, type 4	skos:exactMatch	OMIM:256370		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009818	autosomal recessive osteopetrosis 3	oio:hasDbXref	DOID:0110941		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009818	autosomal recessive osteopetrosis 3	oio:hasDbXref	GARD:0004154		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009818	autosomal recessive osteopetrosis 3	oio:hasDbXref	ICD9:588.89		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0009818	autosomal recessive osteopetrosis 3	oio:hasDbXref	MESH:C536058		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0009818	autosomal recessive osteopetrosis 3	oio:hasDbXref	NCIT:C118438		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009818	autosomal recessive osteopetrosis 3	oio:hasDbXref	OMIM:259730		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009818	autosomal recessive osteopetrosis 3	oio:hasDbXref	Orphanet:2785		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009818	autosomal recessive osteopetrosis 3	oio:hasDbXref	SCTID:254122007		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0009818	autosomal recessive osteopetrosis 3	skos:exactMatch	<http://identifiers.org/mesh/C536058>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009818	autosomal recessive osteopetrosis 3	skos:exactMatch	<http://identifiers.org/snomedct/254122007>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009818	autosomal recessive osteopetrosis 3	skos:exactMatch	DOID:0110941		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009818	autosomal recessive osteopetrosis 3	skos:exactMatch	NCIT:C118438		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009818	autosomal recessive osteopetrosis 3	skos:exactMatch	OMIM:259730		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009818	autosomal recessive osteopetrosis 3	skos:exactMatch	ORDO:2785		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009889	autosomal recessive polycystic kidney disease	oio:hasDbXref	DOID:0110861		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009889	autosomal recessive polycystic kidney disease	oio:hasDbXref	GARD:0008378		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009889	autosomal recessive polycystic kidney disease	oio:hasDbXref	ICD9:753.14		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0009889	autosomal recessive polycystic kidney disease	oio:hasDbXref	MedDRA:10036047		semapv:UnspecifiedMatching	MONDO	MedDRA
MONDO:0009889	autosomal recessive polycystic kidney disease	oio:hasDbXref	NCIT:C84579		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009889	autosomal recessive polycystic kidney disease	oio:hasDbXref	Orphanet:731		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009889	autosomal recessive polycystic kidney disease	oio:hasDbXref	SCTID:28770003		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0009889	autosomal recessive polycystic kidney disease	oio:hasDbXref	UMLS:C0085548		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0009889	autosomal recessive polycystic kidney disease	skos:closeMatch	<http://identifiers.org/meddra/10036047>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009889	autosomal recessive polycystic kidney disease	skos:exactMatch	<http://identifiers.org/snomedct/28770003>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009889	autosomal recessive polycystic kidney disease	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0085548>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009889	autosomal recessive polycystic kidney disease	skos:exactMatch	DOID:0110861		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009889	autosomal recessive polycystic kidney disease	skos:exactMatch	NCIT:C84579		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009889	autosomal recessive polycystic kidney disease	skos:exactMatch	ORDO:731		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009894	short-rib thoracic dysplasia 6 with or without polydactyly	oio:hasDbXref	DOID:0110092		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009894	short-rib thoracic dysplasia 6 with or without polydactyly	oio:hasDbXref	NCIT:C122654		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009894	short-rib thoracic dysplasia 6 with or without polydactyly	oio:hasDbXref	OMIM:263520		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009894	short-rib thoracic dysplasia 6 with or without polydactyly	skos:exactMatch	DOID:0110092		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009894	short-rib thoracic dysplasia 6 with or without polydactyly	skos:exactMatch	NCIT:C122654		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009894	short-rib thoracic dysplasia 6 with or without polydactyly	skos:exactMatch	OMIM:263520		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009904	Gitelman syndrome	oio:hasDbXref	DOID:0050450		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009904	Gitelman syndrome	oio:hasDbXref	GARD:0008547		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009904	Gitelman syndrome	oio:hasDbXref	ICD9:275.49		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0009904	Gitelman syndrome	oio:hasDbXref	MESH:D053579		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0009904	Gitelman syndrome	oio:hasDbXref	MedDRA:10062906		semapv:UnspecifiedMatching	MONDO	MedDRA
MONDO:0009904	Gitelman syndrome	oio:hasDbXref	NCIT:C84730		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009904	Gitelman syndrome	oio:hasDbXref	OMIM:263800		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009904	Gitelman syndrome	oio:hasDbXref	Orphanet:358		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009904	Gitelman syndrome	oio:hasDbXref	SCTID:707756004		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0009904	Gitelman syndrome	oio:hasDbXref	UMLS:C0268450		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0009904	Gitelman syndrome	skos:closeMatch	<http://identifiers.org/meddra/10062906>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009904	Gitelman syndrome	skos:exactMatch	<http://identifiers.org/mesh/D053579>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009904	Gitelman syndrome	skos:exactMatch	<http://identifiers.org/snomedct/707756004>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009904	Gitelman syndrome	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0268450>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009904	Gitelman syndrome	skos:exactMatch	DOID:0050450		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009904	Gitelman syndrome	skos:exactMatch	NCIT:C84730		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009904	Gitelman syndrome	skos:exactMatch	OMIM:263800		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009904	Gitelman syndrome	skos:exactMatch	ORDO:358		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009917	autosomal recessive pseudohypoaldosteronism type 1	oio:hasDbXref	DOID:0060854		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009917	autosomal recessive pseudohypoaldosteronism type 1	oio:hasDbXref	GARD:0004552		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009917	autosomal recessive pseudohypoaldosteronism type 1	oio:hasDbXref	OMIM:264350		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009917	autosomal recessive pseudohypoaldosteronism type 1	oio:hasDbXref	Orphanet:171876		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009917	autosomal recessive pseudohypoaldosteronism type 1	skos:exactMatch	DOID:0060854		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009917	autosomal recessive pseudohypoaldosteronism type 1	skos:exactMatch	OMIM:264350		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009917	autosomal recessive pseudohypoaldosteronism type 1	skos:exactMatch	ORDO:171876		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009962	Senior-Loken syndrome 1	oio:hasDbXref	ICD9:759.89		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0009962	Senior-Loken syndrome 1	oio:hasDbXref	OMIM:266900		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009962	Senior-Loken syndrome 1	oio:hasDbXref	SCTID:236531005		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0009962	Senior-Loken syndrome 1	skos:exactMatch	<http://identifiers.org/snomedct/236531005>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009962	Senior-Loken syndrome 1	skos:exactMatch	OMIM:266900		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	oio:hasDbXref	DOID:0110097		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	oio:hasDbXref	GARD:0008600		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	oio:hasDbXref	ICD9:759.89		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	oio:hasDbXref	OMIM:266920		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	oio:hasDbXref	Orphanet:140969		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	oio:hasDbXref	SCTID:254092004		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	skos:exactMatch	<http://identifiers.org/snomedct/254092004>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	skos:exactMatch	DOID:0110097		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	skos:exactMatch	OMIM:266920		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009964	short-rib thoracic dysplasia 9 with or without polydactyly	skos:exactMatch	ORDO:140969		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009965	Perlman syndrome	oio:hasDbXref	DOID:0060476		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009965	Perlman syndrome	oio:hasDbXref	GARD:0003936		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009965	Perlman syndrome	oio:hasDbXref	MESH:C536399		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0009965	Perlman syndrome	oio:hasDbXref	NCIT:C103144		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009965	Perlman syndrome	oio:hasDbXref	OMIM:267000		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009965	Perlman syndrome	oio:hasDbXref	Orphanet:2849		semapv:UnspecifiedMatching	MONDO	Orphanet
MONDO:0009965	Perlman syndrome	oio:hasDbXref	SCTID:722231005		semapv:UnspecifiedMatching	MONDO	SCTID
MONDO:0009965	Perlman syndrome	oio:hasDbXref	UMLS:C0796113		semapv:UnspecifiedMatching	MONDO	UMLS
MONDO:0009965	Perlman syndrome	skos:exactMatch	<http://identifiers.org/mesh/C536399>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009965	Perlman syndrome	skos:exactMatch	<http://identifiers.org/snomedct/722231005>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009965	Perlman syndrome	skos:exactMatch	<http://linkedlifedata.com/resource/umls/id/C0796113>		semapv:UnspecifiedMatching	MONDO	<http
MONDO:0009965	Perlman syndrome	skos:exactMatch	DOID:0060476		semapv:UnspecifiedMatching	MONDO	DOID
MONDO:0009965	Perlman syndrome	skos:exactMatch	NCIT:C103144		semapv:UnspecifiedMatching	MONDO	NCIT
MONDO:0009965	Perlman syndrome	skos:exactMatch	OMIM:267000		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009965	Perlman syndrome	skos:exactMatch	ORDO:2849		semapv:UnspecifiedMatching	MONDO	ORDO
MONDO:0009968	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss	oio:hasDbXref	GARD:0004666		semapv:UnspecifiedMatching	MONDO	GARD
MONDO:0009968	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss	oio:hasDbXref	ICD9:389.8		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0009968	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss	oio:hasDbXref	ICD9:588.89		semapv:UnspecifiedMatching	MONDO	ICD9
MONDO:0009968	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss	oio:hasDbXref	MESH:C562897		semapv:UnspecifiedMatching	MONDO	MESH
MONDO:0009968	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss	oio:hasDbXref	OMIM:267300		semapv:UnspecifiedMatching	MONDO	OMIM
MONDO:0009968	renal tubular acidosis, distal, 2, with progressive sensorineural hearing loss	oio:hasDbXref	Orphanet:93611		semapv:UnspecifiedMatching	MONDO	Orphanet
