subject_id	object_id	confidence	predicate_id	subject_label	object_label
FBbt:00058901	ZFA:0005269	0.65	skos:exactMatch	basalar muscle 49	abductor muscle
FBbt:00004094	ZFA:0005663	0.73	skos:exactMatch	adult dorsal metathoracic nerve	dorsal spinal nerve
FBbt:00003232	ZFA:0009291	0.65	skos:exactMatch	embryonic precursor cell of adult muscle	muscle precursor cell
FBbt:00040005	ZFA:0005907	0.85	skos:exactMatch	synaptic neuropil	tectal neuropile
FBbt:00004086	ZFA:0005820	0.61	skos:exactMatch	campaniform sensillum of anterior crossvein	ventral caudal adductor
HsapDv:0000194	MmusDv:0000125	1.0	skos:exactMatch	21-month-old stage	21-month-old stage
HsapDv:0000006	MmusDv:0000007	1.0	skos:exactMatch	blastula stage	blastula stage
HsapDv:0000002	MmusDv:0000002	1.0	skos:exactMatch	embryonic stage	embryonic stage
HsapDv:0000001	MmusDv:0000001	1.0	skos:exactMatch	life cycle	life cycle
HsapDv:0000000	MmusDv:0000000	0.95	skos:exactMatch	life cycle stage	life cycle stage
HsapDv:0000271	MmusDv:0000178	1.03	skos:exactMatch	juvenile stage (5-14 yo)	juvenile stage
HsapDv:0000189	MmusDv:0000087	1.0	skos:exactMatch	16-month-old stage	16-month-old stage
HsapDv:0000188	MmusDv:0000086	1.0	skos:exactMatch	15-month-old stage	15-month-old stage
HsapDv:0000187	MmusDv:0000085	1.0	skos:exactMatch	14-month-old stage	14-month-old stage
HsapDv:0000186	MmusDv:0000084	1.0	skos:exactMatch	13-month-old stage	13-month-old stage
HsapDv:0000185	MmusDv:0000083	1.0	skos:exactMatch	12-month-old stage	12-month-old stage
HsapDv:0000184	MmusDv:0000082	1.0	skos:exactMatch	11-month-old stage	11-month-old stage
HsapDv:0000182	MmusDv:0000080	1.0	skos:exactMatch	9-month-old stage	9-month-old stage
HsapDv:0000045	MmusDv:0000042	1.0	skos:exactMatch	prenatal stage	prenatal stage
HsapDv:0000267	MmusDv:0000135	1.0	skos:exactMatch	middle aged stage	middle aged stage
HsapDv:0000266	MmusDv:0000153	1.0	skos:exactMatch	young adult stage	young adult stage
HsapDv:0000264	MmusDv:0000043	1.0	skos:exactMatch	pediatric stage	immature stage
HsapDv:0000183	MmusDv:0000081	1.0	skos:exactMatch	10-month-old stage	10-month-old stage
HsapDv:0000262	MmusDv:0000036	1.01	skos:exactMatch	newborn stage (0-28 days)	Theiler stage 27
HsapDv:0000260	MmusDv:0000138	1.0	skos:exactMatch	nursing stage (0-11 months)	nursing stage
HsapDv:0000261	MmusDv:0000177	1.0	skos:exactMatch	infant stage	infant stage
HsapDv:0000015	MmusDv:0000018	1.0	skos:exactMatch	organogenesis stage	organogenesis stage
HsapDv:0000179	MmusDv:0000077	1.0	skos:exactMatch	6-month-old stage	6-month-old stage
HsapDv:0000178	MmusDv:0000069	1.0	skos:exactMatch	5-month-old stage	5-month-old stage
HsapDv:0000177	MmusDv:0000064	1.0	skos:exactMatch	4-month-old stage	4-month-old stage
HsapDv:0000176	MmusDv:0000063	1.0	skos:exactMatch	3-month-old stage	3-month-old stage
HsapDv:0000175	MmusDv:0000062	1.0	skos:exactMatch	2-month-old stage	2-month-old stage
HsapDv:0000037	MmusDv:0000031	1.0	skos:exactMatch	fetal stage	fetal stage
HsapDv:0000258	MmusDv:0000110	1.0	skos:exactMatch	adult stage	mature stage
HsapDv:0000010	MmusDv:0000013	1.0	skos:exactMatch	gastrula stage	gastrula stage
HsapDv:0000192	MmusDv:0000090	1.0	skos:exactMatch	19-month-old stage	19-month-old stage
HsapDv:0000190	MmusDv:0000088	1.0	skos:exactMatch	17-month-old stage	17-month-old stage
HsapDv:0000193	MmusDv:0000091	1.0	skos:exactMatch	20-month-old stage	20-month-old stage and over
HsapDv:0000193	MmusDv:0000124	1.0	skos:exactMatch	20-month-old stage	20-month-old stage
HsapDv:0000226	MmusDv:0000136	1.0	skos:exactMatch	prime adult stage	prime adult stage
HsapDv:0000180	MmusDv:0000078	1.0	skos:exactMatch	7-month-old stage	7-month-old stage
HsapDv:0000181	MmusDv:0000079	1.0	skos:exactMatch	8-month-old stage	8-month-old stage
HsapDv:0000012	MmusDv:0000017	1.0	skos:exactMatch	neurula stage	Theiler stage 11
HsapDv:0000191	MmusDv:0000089	1.0	skos:exactMatch	18-month-old stage	18-month-old stage
HsapDv:0000227	MmusDv:0000134	1.0	skos:exactMatch	late adult stage	late adult stage
HsapDv:0000196	MmusDv:0000127	1.0	skos:exactMatch	23-month-old stage	23-month-old stage
HsapDv:0010000	MmusDv:0000092	1.0	skos:exactMatch	postnatal stage	postnatal stage
HsapDv:0000195	MmusDv:0000126	1.0	skos:exactMatch	22-month-old stage	22-month-old stage
MONDO:0012546	NCIT:C123098	0.75	skos:exactMatch	nephrotic syndrome, type 3	Nephrotic Syndrome - PLCE1 Associated
MONDO:0007888	NCIT:C51302	0.72	skos:exactMatch	hereditary leiomyomatosis and renal cell cancer	Hereditary Leiomyomatosis and Renal Cell Carcinoma
MONDO:0013619	NCIT:C123099	0.75	skos:exactMatch	nephrotic syndrome, type 6	Nephrotic Syndrome - PTPRO Associated
MONDO:0011165	NCIT:C187984	0.75	skos:exactMatch	glomerulopathy with fibronectin deposits 2	Glomerulopathy with Fibronectin Deposits-2
MONDO:0005334	NCIT:C26833	0.55	skos:exactMatch	hereditary nephritis	Nephritis
MONDO:0011390	NCIT:C37308	0.66	skos:exactMatch	focal segmental glomerulosclerosis 2	Focal Segmental Glomerulosclerosis
MONDO:0014373	NCIT:C123080	0.75	skos:exactMatch	nephrotic syndrome, type 10	Nephrotic Syndrome - EMP2 Associated
MONDO:0003008	NCIT:C39789	0.93	skos:exactMatch	hereditary renal cell carcinoma	Hereditary Renal Cell Carcinoma
MONDO:0013131	NCIT:C123166	1.04	skos:exactMatch	polycystic kidney disease 2	Autosomal Dominant Polycystic Kidney Disease Type 2
MONDO:0003824	NCIT:C8960	0.79	skos:exactMatch	hereditary kidney oncocytoma	Hereditary Kidney Oncocytoma
MONDO:0008264	NCIT:C123171	0.94	skos:exactMatch	autosomal dominant medullary cystic kidney disease with or without hyperuricemia	Medullary Cystic Kidney Disease Type I
MONDO:0019005	NCIT:C123200	1.17	skos:exactMatch	nephronophthisis	Nephronophthisis
MONDO:0009728	NCIT:C74998	0.96	skos:exactMatch	nephronophthisis 1	Nephronophthisis 1
MONDO:0020726	NCIT:C123167	0.68	skos:exactMatch	tubulointerstitial kidney disease, autosomal dominant, 2	Autosomal Dominant Polycystic Kidney Disease Type I
MONDO:0020726	NCIT:C123171	0.74	skos:exactMatch	tubulointerstitial kidney disease, autosomal dominant, 2	Medullary Cystic Kidney Disease Type I
MONDO:0009889	NCIT:C84579	1.1	skos:exactMatch	autosomal recessive polycystic kidney disease	Autosomal Recessive Polycystic Kidney Disease
MONDO:0010974	NCIT:C123095	0.75	skos:exactMatch	nephrotic syndrome, type 2	Nephrotic Syndrome - NPHS2 Associated
MONDO:0004691	NCIT:C84578	0.93	skos:exactMatch	autosomal dominant polycystic kidney disease	Autosomal Dominant Polycystic Kidney Disease
MONDO:0012184	NCIT:C128145	0.78	skos:exactMatch	Pierson syndrome	Pierson Syndrome
MONDO:0009733	NCIT:C121198	0.88	skos:exactMatch	nephrotic syndrome, type 4	Congenital Nephrotic Syndrome - Diffuse Mesangial Sclerosis
MONDO:0009732	NCIT:C35337	0.57	skos:exactMatch	congenital nephrotic syndrome, Finnish type	Congenital Nephrotic Syndrome
MONDO:0009732	NCIT:C122795	0.88	skos:exactMatch	congenital nephrotic syndrome, Finnish type	Nephrotic Syndrome - NPHS1 Associated
MONDO:0018492	NCIT:C36260	0.95	skos:exactMatch	hereditary clear cell renal cell carcinoma	Hereditary Clear Cell Renal Cell Carcinoma
MONDO:0008263	NCIT:C123167	0.87	skos:exactMatch	polycystic kidney disease 1	Autosomal Dominant Polycystic Kidney Disease Type I
MONDO:0007416	NCIT:C123025	0.79	skos:exactMatch	Balkan nephropathy	Aristolochic Acid Nephropathy
MONDO:0020642	NCIT:C75464	1.02	skos:exactMatch	polycystic kidney disease	Polycystic Kidney Disease
MONDO:0008679	NCIT:C27730	0.69	skos:exactMatch	Wilms tumor 1	Childhood Kidney Wilms Tumor
MONDO:0008680	NCIT:C7841	0.61	skos:exactMatch	Wilms tumor 2	Stage II Kidney Wilms Tumor
MONDO:0008680	NCIT:C27730	0.69	skos:exactMatch	Wilms tumor 2	Childhood Kidney Wilms Tumor
MONDO:0002350	NCIT:C35337	1.03	skos:exactMatch	familial nephrotic syndrome	Congenital Nephrotic Syndrome
MONDO:0024633	NCIT:C4757	0.96	skos:exactMatch	hypertensive nephropathy	Hypertensive Nephropathy
MONDO:0033004	NCIT:C84579	0.84	skos:exactMatch	polycystic kidney disease 4	Autosomal Recessive Polycystic Kidney Disease
MONDO:0008073	NCIT:C123172	0.74	skos:exactMatch	familial juvenile hyperuricemic nephropathy type 1	Medullary Cystic Kidney Disease Type II
MONDO:0019741	NCIT:C34750	0.87	skos:exactMatch	familial cystic renal disease	Cystic Kidney Disease
MONDO:0005798	NCIT:C26918	0.87	skos:exactMatch	HIV-associated nephropathy	HIV-Associated Nephropathy
MONDO:0008683	NCIT:C7842	0.67	skos:exactMatch	Wilms tumor 3	Stage III Kidney Wilms Tumor
MONDO:0011056	NCIT:C7843	0.61	skos:exactMatch	Wilms tumor 4	Stage IV Kidney Wilms Tumor
MONDO:0014005	NCIT:C34644	0.68	skos:exactMatch	immunoglobulin-mediated membranoproliferative glomerulonephritis	Membranoproliferative Glomerulonephritis
MONDO:0014005	NCIT:C123055	0.62	skos:exactMatch	immunoglobulin-mediated membranoproliferative glomerulonephritis	Immune Complex Mediated Membranoproliferative Glomerulonephritis
MONDO:0003321	NCIT:C8496	1.05	skos:exactMatch	hereditary Wilms tumor	Hereditary Kidney Wilms Tumor
MONDO:0007671	NCIT:C187984	0.87	skos:exactMatch	fibronectin glomerulopathy	Glomerulopathy with Fibronectin Deposits-2
MONDO:0011303	NCIT:C37308	0.65	skos:exactMatch	focal segmental glomerulosclerosis 1	Focal Segmental Glomerulosclerosis
MONDO:0019006	NCIT:C122796	0.85	skos:exactMatch	familial idiopathic steroid-resistant nephrotic syndrome	Idiopathic Nephrotic Syndrome
MONDO:0011112	NCIT:C7844	0.6	skos:exactMatch	Wilms tumor 5	Stage V Kidney Wilms Tumor
MONDO:0003789	NCIT:C6975	0.67	skos:exactMatch	hereditary papillary renal cell carcinoma	Papillary Renal Cell Carcinoma
MONDO:0003789	NCIT:C9222	0.92	skos:exactMatch	hereditary papillary renal cell carcinoma	Hereditary Papillary Renal Cell Carcinoma
MONDO:0005342	NCIT:C35280	0.96	skos:exactMatch	IgA glomerulonephritis	Focal Glomerulonephritis
MONDO:0005342	NCIT:C34643	0.61	skos:exactMatch	IgA glomerulonephritis	IgA Nephropathy
MONDO:0014099	NCIT:C123071	0.75	skos:exactMatch	nephrotic syndrome, type 8	Nephrotic Syndrome - ARHGDIA Associated
