# curie_map:
#   FBbt: http://purl.obolibrary.org/obo/FBbt_
#   ZFA: http://purl.obolibrary.org/obo/ZFA_
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://w3id.org/sssom/license/unspecified
# mapping_set_id: https://w3id.org/sssom/mappings/0d7d9f69-fd6b-462c-887c-9919cf2ce91c
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	match_string
FBbt:00005083	myoblast	skos:broadMatch	ZFA:0009025	myoblast	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000056
FBbt:00005090	tendon cell	skos:exactMatch	ZFA:0009189	tendon cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	tendon cell
FBbt:00005093	nervous system	skos:relatedMatch	ZFA:0000396	nervous system	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	nervous system
FBbt:00005094	central nervous system	skos:broadMatch	ZFA:0000012	central nervous system	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	cns
FBbt:00005094	central nervous system	skos:broadMatch	ZFA:0000012	central nervous system	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	central nervous system
FBbt:00005095	brain	skos:exactMatch	ZFA:0000008	brain	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	brain
FBbt:00005098	peripheral nervous system	skos:exactMatch	ZFA:0000142	peripheral nervous system	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	pns
FBbt:00005098	peripheral nervous system	skos:exactMatch	ZFA:0000142	peripheral nervous system	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	peripheral nervous system
FBbt:00005105	nerve	skos:relatedMatch	ZFA:0007009	nerve	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	nerve
FBbt:00005106	neuron	skos:relatedMatch	ZFA:0009248	neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	neuron
FBbt:00005106	neuron	skos:relatedMatch	ZFA:0009248	neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000540
FBbt:00005123	motor neuron	skos:exactMatch	ZFA:0009052	motor neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000100
FBbt:00005123	motor neuron	skos:exactMatch	ZFA:0009052	motor neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	motor neuron
FBbt:00005124	sensory neuron	skos:exactMatch	ZFA:0009053	sensory neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000101
FBbt:00005124	sensory neuron	skos:exactMatch	ZFA:0009053	sensory neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	sensory neuron
FBbt:00005125	interneuron	skos:broadMatch	ZFA:0009051	interneuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000099
FBbt:00005125	interneuron	skos:broadMatch	ZFA:0009051	interneuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	interneuron
FBbt:00005127	optic lobe amacrine neuron	skos:narrowMatch	ZFA:0009255	amacrine cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	amacrine cell
FBbt:00005128	pioneer neuron	skos:narrowMatch	ZFA:0009066	pioneer neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	pioneer neuron
FBbt:00005128	pioneer neuron	skos:narrowMatch	ZFA:0009066	pioneer neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000116
FBbt:00005130	neurosecretory neuron	skos:relatedMatch	ZFA:0009098	neuroendocrine cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000165
FBbt:00005130	neurosecretory neuron	skos:relatedMatch	ZFA:0009098	neuroendocrine cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	neurosecretory cell
FBbt:00005130	neurosecretory neuron	skos:relatedMatch	ZFA:0009186	neurosecretory neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	neurosecretory neuron
FBbt:00005131	dopaminergic neuron	skos:exactMatch	ZFA:0009301	dopaminergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000700
FBbt:00005131	dopaminergic neuron	skos:exactMatch	ZFA:0009301	dopaminergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	dopaminergic neuron
FBbt:00005133	serotonergic neuron	skos:exactMatch	ZFA:0009361	serotonergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	5-ht neuron
FBbt:00005133	serotonergic neuron	skos:exactMatch	ZFA:0009361	serotonergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000850
FBbt:00005133	serotonergic neuron	skos:exactMatch	ZFA:0009361	serotonergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	serotonergic neuron
FBbt:00005137	ganglion	skos:narrowMatch	ZFA:0000190	ganglion	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	ganglion
FBbt:00005140	neuromere	skos:exactMatch	ZFA:0001328	neuromere	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	neuromere
FBbt:00005140	neuromere	skos:narrowMatch	ZFA:0001064	rhombomere	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	oio:hasRelatedSynonym	neuromere
FBbt:00005140	neuromere	skos:narrowMatch	ZFA:0000190	ganglion	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	ganglion
FBbt:00005144	glial cell	skos:narrowMatch	ZFA:0009073	glial cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000125
FBbt:00005144	glial cell	skos:narrowMatch	ZFA:0009073	glial cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	glial cell
FBbt:00005145	glioblast	skos:exactMatch	ZFA:0009010	glioblast	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	glioblast
FBbt:00005146	neuroblast	skos:exactMatch	ZFA:0009011	neuroblast	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	neuroblast
FBbt:00005169	trichogen cell	skos:narrowMatch	ZFA:0009366	hair cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasNarrowSynonym	rdfs:label	hair cell
FBbt:00005213	dendritic arborizing neuron	owl:differentFrom	ZFA:0000014	dorsal aorta	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	da
FBbt:00005288	fertilized egg	skos:exactMatch	ZFA:0005772	fertilized egg	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	zygote
FBbt:00005288	fertilized egg	skos:exactMatch	ZFA:0005772	fertilized egg	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	fertilized egg
FBbt:00005376	yolk sac	skos:relatedMatch	ZFA:0000088	yolk syncytial layer	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	oio:hasRelatedSynonym	yolk sac
FBbt:00005378	wing margin	skos:relatedMatch	ZFA:0000038	margin	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	margin
FBbt:00005379	foregut	skos:broadMatch	ZFA:0001076	intestinal bulb	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	oio:hasRelatedSynonym	foregut
FBbt:00005380	pharynx	skos:narrowMatch	ZFA:0000056	pharynx	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	pharynx
FBbt:00005381	esophagus	skos:exactMatch	ZFA:0000204	esophagus	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	oesophagus
FBbt:00005381	esophagus	skos:exactMatch	ZFA:0000204	esophagus	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	esophagus
FBbt:00005412	gamete	skos:exactMatch	ZFA:0009156	gamete	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000300
FBbt:00005412	gamete	skos:exactMatch	ZFA:0009156	gamete	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	gamete
FBbt:00005558	ventral ectoderm	skos:narrowMatch	ZFA:0001178	non neural ectoderm	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	oio:hasExactSynonym	ventral ectoderm
FBbt:00005644	embryonic Malpighian tubule Type I cell	skos:narrowMatch	ZFA:0000566	posterior crista	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasBroadSynonym	oio:hasExactSynonym	pc
FBbt:00005644	embryonic Malpighian tubule Type I cell	owl:differentFrom	ZFA:0000320	caudal commissure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasBroadSynonym	oio:hasRelatedSynonym	pc
FBbt:00005684	heart primordium	skos:relatedMatch	ZFA:0000028	heart primordium	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	heart primordium
FBbt:00005786	Malpighian tubule	skos:narrowMatch	ZFA:0001287	renal tubule	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	rdfs:label	renal tubule
FBbt:00005796	Malpighian tubule Type I cell	owl:differentFrom	ZFA:0000320	caudal commissure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasRelatedSynonym	pc
FBbt:00005796	Malpighian tubule Type I cell	skos:relatedMatch	ZFA:0000566	posterior crista	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pc
FBbt:00005800	corpus allatum	owl:differentFrom	ZFA:0000011	caudal artery	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ca
FBbt:00005812	myotube	skos:narrowMatch	ZFA:0009114	muscle cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	myofiber
FBbt:00005835	extraembryonic structure	skos:exactMatch	ZFA:0000020	extraembryonic structure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000042
FBbt:00005835	extraembryonic structure	skos:exactMatch	ZFA:0000020	extraembryonic structure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	extraembryonic structure
FBbt:00005926	olfactory receptor neuron	skos:broadMatch	ZFA:0009125	olfactory receptor cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	oio:hasExactSynonym	olfactory receptor neuron
FBbt:00005926	olfactory receptor neuron	skos:broadMatch	ZFA:0009125	olfactory receptor cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	olfactory sensory neuron
FBbt:00006009	eye photoreceptor cell	skos:exactMatch	ZFA:0009154	eye photoreceptor cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	eye photoreceptor cell
FBbt:00006020	lch5 cap attachment cell	owl:differentFrom	ZFA:0000011	caudal artery	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	ca
FBbt:00006049	escort cell	owl:differentFrom	ZFA:0007004	epiphyseal cluster	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ec
FBbt:00007001	anatomical structure	skos:exactMatch	ZFA:0000037	anatomical structure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000003
FBbt:00007001	anatomical structure	skos:exactMatch	ZFA:0000037	anatomical structure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	anatomical structure
FBbt:00007002	cell	skos:exactMatch	ZFA:0009000	cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000013
FBbt:00007002	cell	skos:exactMatch	ZFA:0009000	cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000000
FBbt:00007002	cell	skos:exactMatch	ZFA:0009000	cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	cell
FBbt:00007003	portion of tissue	skos:exactMatch	ZFA:0001477	portion of tissue	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	portion of tissue
FBbt:00007003	portion of tissue	skos:exactMatch	ZFA:0001477	portion of tissue	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000043
FBbt:00007004	male organism	skos:exactMatch	ZFA:0000242	male organism	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000027
FBbt:00007004	male organism	skos:exactMatch	ZFA:0000242	male organism	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	male organism
FBbt:00007005	epithelium	skos:broadMatch	ZFA:0001486	epithelium	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000066
FBbt:00007005	epithelium	skos:broadMatch	ZFA:0001486	epithelium	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	epithelium
FBbt:00007009	organism subdivision	skos:exactMatch	ZFA:0001308	organism subdivision	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000032
FBbt:00007009	organism subdivision	skos:exactMatch	ZFA:0001308	organism subdivision	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	organism subdivision
FBbt:00007010	multi-tissue structure	skos:exactMatch	ZFA:0001488	multi-tissue structure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000055
FBbt:00007010	multi-tissue structure	skos:exactMatch	ZFA:0001488	multi-tissue structure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	multi-tissue structure
FBbt:00007011	female organism	skos:exactMatch	ZFA:0000303	female organism	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	female organism
FBbt:00007011	female organism	skos:exactMatch	ZFA:0000303	female organism	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000028
FBbt:00007013	acellular anatomical structure	skos:exactMatch	ZFA:0000382	acellular anatomical structure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000040
FBbt:00007013	acellular anatomical structure	skos:exactMatch	ZFA:0000382	acellular anatomical structure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	acellular anatomical structure
FBbt:00007014	stem cell	skos:broadMatch	ZFA:0005957	stem cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	stem cell
FBbt:00007017	anatomical space	skos:broadMatch	ZFA:0001643	anatomical space	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000005
FBbt:00007017	anatomical space	skos:broadMatch	ZFA:0001643	anatomical space	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	anatomical space
FBbt:00007019	portion of organism substance	skos:broadMatch	ZFA:0001487	portion of organism substance	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	caro:0000004
FBbt:00007019	portion of organism substance	skos:broadMatch	ZFA:0001487	portion of organism substance	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	portion of organism substance
FBbt:00007035	adult anterior hindgut	skos:narrowMatch	ZFA:0001076	intestinal bulb	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	anterior intestine
FBbt:00007038	enteroendocrine cell	skos:relatedMatch	ZFA:0009097	enteroendocrine cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	enteroendocrine cell
FBbt:00007042	enterocyte	owl:differentFrom	ZFA:0007004	epiphyseal cluster	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ec
FBbt:00007042	enterocyte	skos:narrowMatch	ZFA:0009129	absorptive cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	absorptive cell
FBbt:00007042	enterocyte	skos:narrowMatch	ZFA:0009269	enterocyte	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	enterocyte
FBbt:00007065	embryonic/larval anterior superior medial protocerebrum	skos:relatedMatch	ZFA:0000014	dorsal aorta	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	da
FBbt:00007066	embryonic/larval posterior superior medial protocerebrum	skos:relatedMatch	ZFA:0000181	caudal zone of dorsal telencephalon	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	dp
FBbt:00007118	embryonic/larval crepine	owl:differentFrom	ZFA:0000011	caudal artery	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ca
FBbt:00007126	embryonic/larval posterior cervical tract	skos:narrowMatch	ZFA:0001620	pronephric proximal convoluted tubule	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	pct
FBbt:00007127	embryonic/larval antennal lobe	owl:differentFrom	ZFA:0005002	basilar artery	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	ba
FBbt:00007173	cholinergic neuron	skos:exactMatch	ZFA:0009060	cholinergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000108
FBbt:00007173	cholinergic neuron	skos:exactMatch	ZFA:0009060	cholinergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	cholinergic neuron
FBbt:00007228	GABAergic neuron	skos:exactMatch	ZFA:0009276	GABAergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:0000617
FBbt:00007228	GABAergic neuron	skos:exactMatch	ZFA:0009276	GABAergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	gabaergic neuron
FBbt:00007277	anatomical cluster	skos:relatedMatch	ZFA:0001478	anatomical cluster	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	anatomical cluster
FBbt:00007281	epiphysis	skos:broadMatch	ZFA:0000019	epiphysis	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	epiphysis
FBbt:00007294	endocrine cell	skos:narrowMatch	ZFA:0009096	endocrine cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	endocrine cell
FBbt:00007319	cardial cell	skos:narrowMatch	ZFA:0009316	cardiac muscle cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	cardiomyocyte
FBbt:00007325	epidermal cell	skos:broadMatch	ZFA:0009183	epidermal cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	epidermal cell
FBbt:00007344	somatic stem cell	skos:narrowMatch	ZFA:0009307	somatic stem cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	somatic stem cell
FBbt:00007390	local interneuron of adult antennal lobe	owl:differentFrom	ZFA:0000425	anterior lateral line nerve	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	alln
FBbt:00007427	posterior optic commissure	skos:exactMatch	ZFA:0000059	postoptic commissure	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	poc
FBbt:00007553	ellipsoid body inner central domain	owl:differentFrom	ZFA:0000202	efferent branchial artery	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	eba
FBbt:00007688	olfactory system	skos:exactMatch	ZFA:0001149	olfactory system	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	olfactory system
FBbt:00007690	gustatory system	skos:exactMatch	ZFA:0001101	gustatory system	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	gustatory system
FBbt:00007692	sensory system	skos:narrowMatch	ZFA:0000282	sensory system	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	sensory system
FBbt:00015288	unfertilized egg	skos:broadMatch	ZFA:0001109	oocyte	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasBroadSynonym	rdfs:label	oocyte
FBbt:00015288	unfertilized egg	skos:relatedMatch	ZFA:0001570	unfertilized egg	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	unfertilized egg
FBbt:00015899	lateral longitudinal fascicle	skos:relatedMatch	ZFA:0000534	lateral longitudinal fasciculus	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	oio:hasExactSynonym	lateral longitudinal fascicle
FBbt:00040001	lateral complex	skos:relatedMatch	ZFA:0000297	vagal lobe	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	lx
FBbt:00040005	synaptic neuropil	skos:broadMatch	ZFA:0005907	tectal neuropile	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	oio:hasRelatedSynonym	synaptic neuropil
FBbt:00040007	synaptic neuropil domain	skos:relatedMatch	ZFA:0005907	tectal neuropile	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasRelatedSynonym	synaptic neuropil
FBbt:00040072	posterior slope	owl:differentFrom	ZFA:0009021	common myeloid progenitor	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	oio:hasExactSynonym	cmp
FBbt:00045001	plexiform medulla	owl:differentFrom	ZFA:0009022	megakaryocyte erythroid progenitor cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	mep
FBbt:00046052	fat cell	skos:broadMatch	ZFA:0009082	fat cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	adipocyte
FBbt:00046052	fat cell	skos:broadMatch	ZFA:0009082	fat cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	fat cell
FBbt:00047034	ellipsoid body anterior domain	owl:differentFrom	ZFA:0000202	efferent branchial artery	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	eba
FBbt:00047096	secondary neuron	skos:exactMatch	ZFA:0009246	secondary neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	secondary neuron
FBbt:00047097	primary neuron	skos:exactMatch	ZFA:0009242	primary neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	primary neuron
FBbt:00047136	adult posterior anterior ventral commissure	owl:differentFrom	ZFA:0005034	parachordal vessel	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	pav
FBbt:00047143	gut	skos:exactMatch	ZFA:0000112	gut	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	gut
FBbt:00047153	anus	skos:narrowMatch	ZFA:0000066	proctodeum	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	oio:hasRelatedSynonym	anus
FBbt:00047166	gut epithelium	skos:exactMatch	ZFA:0005123	gut epithelium	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	gut epithelium
FBbt:00047177	midgut enterocyte	skos:narrowMatch	ZFA:0009129	absorptive cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasRelatedSynonym	rdfs:label	absorptive cell
FBbt:00047541	dorsal lateral tract of ventral cervical fasciculus	skos:relatedMatch	ZFA:0005031	dorsal longitudinal vein	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	dlv
FBbt:00047548	adult mesothoracic anterior anterior ventral commissure	owl:differentFrom	ZFA:0009088	professional antigen presenting cell	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasExactSynonym	apc
FBbt:00047735	visual system	skos:exactMatch	ZFA:0001127	visual system	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	rdfs:label	rdfs:label	visual system
FBbt:00047836	ensheathing glial cell	owl:differentFrom	ZFA:0000212	granular eminence	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	oio:hasRelatedSynonym	eg
FBbt:00047887	adult central brain	skos:narrowMatch	ZFA:0000128	midbrain	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasExactSynonym	rdfs:label	midbrain
FBbt:00048032	glycinergic neuron	skos:exactMatch	ZFA:0009396	glycinergic neuron	semapv:LexicalMatching	FBbt	ZFA	oaklib	0.5	oio:hasDbXref	oio:hasDbXref	cl:1001509
